Transaction ID,Date,Customer ID,Quantity,Poduct ID
734,1/10/2023,CUST734,1,2943
735,10/4/2023,CUST735,4,1883
736,1/27/2023,CUST736,4,1961
737,6/29/2023,CUST737,1,2401
738,4/25/2023,CUST738,2,3167
739,11/29/2023,CUST739,1,5056
740,2/5/2023,CUST740,4,4485
741,11/30/2023,CUST741,1,4784
742,1/21/2023,CUST742,4,1870
743,1/16/2023,CUST743,4,4279
744,5/7/2023,CUST744,1,6937
745,4/13/2023,CUST745,2,3640
746,1/11/2023,CUST746,3,2774
747,11/15/2023,CUST747,1,4011
748,3/20/2023,CUST748,3,2669
749,5/3/2023,CUST749,1,4660
750,3/6/2023,CUST750,3,1905
751,8/31/2023,CUST751,2,1931
752,12/9/2023,CUST752,2,6633
753,2/28/2023,CUST753,1,5994
754,10/16/2023,CUST754,4,4325
755,4/22/2023,CUST755,3,3830
756,8/27/2023,CUST756,4,6774
757,12/25/2023,CUST757,4,3892
758,5/12/2023,CUST758,4,5882
759,7/8/2023,CUST759,2,4538
760,3/27/2023,CUST760,1,5378
761,11/7/2023,CUST761,1,2143
762,11/7/2023,CUST762,2,3524
763,2/28/2023,CUST763,2,6184
764,3/25/2023,CUST764,1,5696
765,6/9/2023,CUST765,4,3311
766,2/25/2023,CUST766,3,4552
767,10/24/2023,CUST767,3,3848
768,1/14/2023,CUST768,3,5232
769,6/9/2023,CUST769,4,4892
770,10/22/2023,CUST770,1,6428
771,12/13/2023,CUST771,2,5389
772,7/12/2023,CUST772,1,4552
773,7/23/2023,CUST773,4,3679
774,4/12/2023,CUST774,2,5000
775,2/8/2023,CUST775,4,4032
776,10/31/2023,CUST776,3,1981
777,12/20/2023,CUST777,3,5206
778,11/18/2023,CUST778,4,4412
779,5/5/2023,CUST779,2,3754
780,2/22/2023,CUST780,2,5346
781,12/23/2023,CUST781,1,2688
782,6/4/2023,CUST782,3,4528
783,12/17/2023,CUST783,1,5356
784,11/4/2023,CUST784,1,3689
785,3/3/2023,CUST785,4,6873
786,10/17/2023,CUST786,4,1955
787,1/22/2023,CUST787,1,5952
788,6/27/2023,CUST788,3,2371
789,9/30/2023,CUST789,4,4927
790,8/8/2023,CUST790,1,5970
791,12/5/2023,CUST791,1,1840
792,7/9/2023,CUST792,1,6151
793,2/5/2023,CUST793,1,4951
794,9/17/2023,CUST794,1,5415
795,11/28/2023,CUST795,1,6999
796,6/24/2023,CUST796,4,6441
797,1/7/2023,CUST797,3,2861
798,8/4/2023,CUST798,1,5281
799,9/8/2023,CUST799,2,3210
800,2/24/2023,CUST800,4,4682
801,8/10/2023,CUST801,4,4630
802,7/5/2023,CUST802,1,1960
803,11/22/2023,CUST803,4,2977
804,8/24/2023,CUST804,1,6815
805,12/29/2023,CUST805,3,2041
806,3/20/2023,CUST806,3,3898
807,8/11/2023,CUST807,4,4710
808,4/1/2023,CUST808,4,2273
809,9/25/2023,CUST809,2,5446
810,11/30/2023,CUST810,4,2353
811,5/19/2023,CUST811,2,5309
812,11/12/2023,CUST812,3,4380
813,10/3/2023,CUST813,3,5354
814,9/5/2023,CUST814,1,6135
815,8/27/2023,CUST815,3,2895
816,8/12/2023,CUST816,2,4932
817,10/31/2023,CUST817,4,2424
818,5/18/2023,CUST818,1,3501
819,6/15/2023,CUST819,2,6310
820,5/6/2023,CUST820,4,6255
821,2/14/2023,CUST821,1,5140
822,5/23/2023,CUST822,3,6465
823,8/19/2023,CUST823,2,2999
824,5/5/2023,CUST824,4,3864
825,8/26/2023,CUST825,1,6086
826,10/19/2023,CUST826,1,1753
827,11/9/2023,CUST827,3,3826
828,12/9/2023,CUST828,4,5603
829,7/14/2023,CUST829,3,6498
830,6/22/2023,CUST830,3,2047
831,1/15/2023,CUST831,4,3105
832,9/11/2023,CUST832,4,5030
833,6/16/2023,CUST833,4,6354
834,4/4/2023,CUST834,2,2188
835,9/7/2023,CUST835,4,6091
836,4/19/2023,CUST836,1,4264
837,7/1/2023,CUST837,3,5540
838,5/13/2023,CUST838,2,5836
839,6/24/2023,CUST839,4,6118
840,5/24/2023,CUST840,2,1793
841,11/2/2023,CUST841,4,5289
842,12/26/2023,CUST842,2,2276
843,5/22/2023,CUST843,3,2001
844,10/12/2023,CUST844,3,6292
845,1/6/2023,CUST845,1,5226
846,9/22/2023,CUST846,1,4942
847,4/8/2023,CUST847,4,1829
848,2/13/2023,CUST848,3,3888
849,5/4/2023,CUST849,2,6796
850,7/28/2023,CUST850,2,1741
851,9/8/2023,CUST851,2,4421
852,10/12/2023,CUST852,1,5231
853,5/4/2023,CUST853,2,1557
854,12/20/2023,CUST854,1,5834
855,9/1/2023,CUST855,1,3045
856,11/27/2023,CUST856,4,2304
857,12/31/2023,CUST857,2,3469
858,9/9/2023,CUST858,2,2121
859,8/18/2023,CUST859,3,6522
860,1/9/2023,CUST860,4,2266
861,2/17/2023,CUST861,3,4595
862,5/31/2023,CUST862,4,6222
863,4/24/2023,CUST863,2,2050
864,7/27/2023,CUST864,1,4374
865,12/21/2023,CUST865,1,6282
866,5/5/2023,CUST866,1,5195
867,6/6/2023,CUST867,1,6642
868,12/6/2023,CUST868,1,1963
869,10/25/2023,CUST869,3,2325
870,7/8/2023,CUST870,4,6247
871,8/31/2023,CUST871,2,6321
872,10/11/2023,CUST872,3,3919
873,9/29/2023,CUST873,4,5970
874,6/26/2023,CUST874,1,4285
875,8/6/2023,CUST875,4,1625
876,10/9/2023,CUST876,4,1705
877,6/19/2023,CUST877,1,6338
878,6/30/2023,CUST878,1,2635
879,12/26/2023,CUST879,1,3006
880,8/21/2023,CUST880,2,3637
881,5/19/2023,CUST881,1,3986
882,6/6/2023,CUST882,2,3031
883,5/9/2023,CUST883,1,5960
884,4/29/2023,CUST884,2,5327
885,3/3/2023,CUST885,4,1715
886,4/9/2023,CUST886,3,2478
887,6/11/2023,CUST887,4,4456
888,3/3/2023,CUST888,4,2881
889,10/2/2023,CUST889,1,2125
890,12/20/2023,CUST890,2,5705
891,4/5/2023,CUST891,3,6215
892,4/9/2023,CUST892,1,2498
893,4/21/2023,CUST893,1,5419
894,9/5/2023,CUST894,1,4033
895,5/22/2023,CUST895,4,6648
896,10/29/2023,CUST896,2,1653
897,9/26/2023,CUST897,2,5087
898,11/2/2023,CUST898,3,6022
899,5/25/2023,CUST899,2,6930
900,2/21/2023,CUST900,2,5832
901,4/10/2023,CUST901,1,6112
902,6/1/2023,CUST902,1,4570
903,4/27/2023,CUST903,4,6432
904,7/4/2023,CUST904,1,3583
905,4/2/2023,CUST905,1,6827
906,6/4/2023,CUST906,1,3073
907,1/8/2023,CUST907,1,2071
908,12/29/2023,CUST908,4,5777
909,10/1/2023,CUST909,1,6983
910,3/6/2023,CUST910,3,2484
911,5/21/2023,CUST911,3,6524
912,1/24/2023,CUST912,3,4950
913,1/28/2023,CUST913,3,6791
914,10/11/2023,CUST914,1,3862
915,5/30/2023,CUST915,3,3920
916,12/24/2023,CUST916,1,6273
917,3/6/2023,CUST917,4,6199
918,11/23/2023,CUST918,3,6367
919,9/9/2023,CUST919,2,3135
920,2/22/2023,CUST920,3,6045
921,1/7/2023,CUST921,3,6129
922,10/21/2023,CUST922,1,4026
923,5/26/2023,CUST923,3,5575
924,8/29/2023,CUST924,2,3898
925,9/3/2023,CUST925,1,2820
926,8/14/2023,CUST926,1,4754
927,6/24/2023,CUST927,4,4203
928,4/5/2023,CUST928,4,5765
929,1/27/2023,CUST929,3,3033
930,5/10/2023,CUST930,4,2735
931,9/2/2023,CUST931,4,4543
932,2/28/2023,CUST932,4,4474
933,2/3/2023,CUST933,1,5972
934,7/25/2023,CUST934,1,1528
935,9/9/2023,CUST935,1,3568
936,2/7/2023,CUST936,4,5352
937,10/23/2023,CUST937,1,4028
938,11/19/2023,CUST938,4,2129
939,12/18/2023,CUST939,1,2202
940,1/28/2023,CUST940,1,1828
941,3/19/2023,CUST941,2,1652
942,3/18/2023,CUST942,3,3807
943,10/16/2023,CUST943,4,4390
944,6/5/2023,CUST944,2,3598
945,2/13/2023,CUST945,1,5601
946,5/8/2023,CUST946,4,2456
947,3/2/2023,CUST947,1,2910
948,10/13/2023,CUST948,3,5845
949,8/2/2023,CUST949,2,1743
950,11/7/2023,CUST950,3,6964
951,11/2/2023,CUST951,2,3346
952,11/13/2023,CUST952,1,3718
953,4/26/2023,CUST953,3,5134
954,9/25/2023,CUST954,3,4007
955,7/14/2023,CUST955,1,5364
956,8/19/2023,CUST956,3,2726
957,8/15/2023,CUST957,4,6047
958,6/2/2023,CUST958,2,4931
959,10/29/2023,CUST959,2,4203
960,8/8/2023,CUST960,2,6990
961,6/6/2023,CUST961,4,6635
962,10/19/2023,CUST962,2,5753
963,11/14/2023,CUST963,1,3232
964,1/31/2023,CUST964,3,5948
965,11/9/2023,CUST965,4,2500
966,2/20/2023,CUST966,2,4056
967,4/17/2023,CUST967,1,2478
968,11/17/2023,CUST968,3,6108
969,4/19/2023,CUST969,3,5625
970,5/16/2023,CUST970,4,3036
971,12/5/2023,CUST971,4,2842
972,2/11/2023,CUST972,4,4124
973,3/22/2023,CUST973,1,5274
974,5/3/2023,CUST974,1,2233
975,3/30/2023,CUST975,4,5947
976,10/10/2023,CUST976,2,5076
977,2/8/2023,CUST977,3,2018
978,3/22/2023,CUST978,3,4856
979,1/2/2023,CUST979,1,3492
980,7/29/2023,CUST980,3,2911
981,8/19/2023,CUST981,2,4186
982,12/19/2023,CUST982,3,5844
983,11/1/2023,CUST983,1,4767
984,8/29/2023,CUST984,1,1515
985,5/30/2023,CUST985,2,4377
986,1/17/2023,CUST986,2,1880
987,4/29/2023,CUST987,3,6086
988,5/28/2023,CUST988,3,4129
989,12/28/2023,CUST989,1,2009
990,5/25/2023,CUST990,2,3455
991,12/26/2023,CUST991,2,4314
992,8/21/2023,CUST992,2,5907
993,2/6/2023,CUST993,3,4445
994,12/18/2023,CUST994,2,4668
995,4/30/2023,CUST995,1,6774
996,5/16/2023,CUST996,1,6473
997,11/17/2023,CUST997,3,1717
998,10/29/2023,CUST998,4,3769
999,12/5/2023,CUST999,3,1745
1000,4/12/2023,CUST1000,4,3619
